,title,mean,rank,popularity,num_list_users,num_scoring_users,status,num_chapters,ranking.rank,rating,members,genres0
787,Mind Game,7.4,3246.0,10104,1219,140,finished,15,3246,7.88,32756,Adventure
788,Mind Game,6.43,13297.0,17057,520,211,finished,10,13297,7.88,32756,Drama
789,Little Witch Academia,7.4,3256.0,3090,5018,1818,finished,17,3256,8.0,111703,Adventure
790,Sakura Quest,7.39,3275.0,5135,2861,660,finished,0,3275,,1295,Comedy
791,Ou Dorobou Jing,7.39,3281.0,3810,3985,1615,finished,39,3281,7.34,21920,Action
792,Mimi wo Sumaseba,7.39,3293.0,6815,2047,832,finished,4,3293,8.32,94435,Romance
793,Akazukin Chacha,7.39,3296.0,12372,904,264,finished,94,3296,7.48,7581,Adventure
794,Survival,7.39,3312.0,6861,2027,682,finished,119,3312,6.42,2153,Drama
795,Tari Tari,7.39,3324.0,7778,1741,516,finished,7,3324,7.44,80960,Romance
797,Joukamachi no Dandelion,7.39,3356.0,3965,3827,719,currently_publishing,0,3356,7.32,64307,Action
798,Psycho-Pass 2,7.39,3357.0,5169,2839,583,finished,27,3357,7.6,228435,Drama
799,Witch Craft Works,7.38,3370.0,690,19931,5174,currently_publishing,0,3370,7.22,106381,Action
801,Kamisama no Inai Nichiyoubi,7.16,5576.0,4359,3446,1017,finished,28,5576,7.53,122031,Fantasy
802,Katte ni Kaizou,7.38,3401.0,5131,2863,580,finished,289,3401,7.06,19904,Action
803,Arata Kangatari,7.38,3420.0,1895,7948,2476,currently_publishing,0,3420,6.68,38819,Action
804,Kanojo to Kanojo no Neko,7.37,3455.0,1708,8803,4002,finished,4,3455,7.52,53463,Romance
806,Hitsugi no Chaika,7.19,5228.0,2425,6342,1825,finished,33,5228,7.47,164510,Action
807,Tactics,7.37,3491.0,4903,3025,932,finished,0,3491,7.34,27358,Action
808,Zombie-Loan,7.37,3492.0,831,16972,6694,finished,83,3492,7.06,93637,Action
809,MÄR,7.37,3493.0,986,14422,8111,finished,161,3493,7.42,28968,Action
810,Tenshi na Konamaiki,7.37,3496.0,4250,3549,1255,finished,199,3496,7.6,15077,Romance
812,Dragon Half,7.37,3505.0,4308,3495,1382,finished,66,3505,7.05,11596,Ecchi
813,Akage no Anne,7.37,3514.0,9492,1325,488,finished,18,3514,7.6,9460,Drama
814,Lupin III,7.36,3528.0,3992,3790,901,finished,109,3528,7.76,34373,Action
815,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.36,3532.0,5315,2742,1368,finished,2,3532,7.59,22219,Drama
816,Chuuka Ichiban!,7.36,3533.0,10139,1213,466,finished,36,3533,7.69,8586,Comedy
817,Digimon Xros Wars,7.36,3583.0,9019,1422,579,finished,22,3582,7.04,22723,Action
818,Bamboo Blade,7.35,3637.0,2007,7569,3091,finished,107,3637,7.45,61649,Sports
819,Red Garden,7.35,3650.0,5260,2779,933,finished,30,3650,7.22,27169,Drama
821,Freezing,7.35,3654.0,345,38531,16159,currently_publishing,0,3654,7.2,159273,Action
823,F,7.35,3661.0,13366,799,180,finished,329,3661,6.93,816,Sports
824,All Out!!,7.35,3671.0,4142,3657,895,finished,123,3671,7.16,35461,Sports
825,Kaitou Saint Tail,7.34,3695.0,6844,2036,834,finished,33,3695,7.64,8794,Adventure
827,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,7.34,3698.0,12450,895,366,finished,12,3698,6.62,4085,Action
828,Matantei Loki Ragnarok,7.34,3713.0,6521,2171,758,finished,26,3713,7.42,25098,Comedy
829,OZ,7.34,3737.0,7857,1713,428,finished,28,3737,5.71,720,Action
833,Hagure Yuusha no Aesthetica,6.89,8850.0,4827,3078,551,finished,18,8850,7.25,156044,Action
834,Yowamushi Pedal: Spare Bike,7.34,3768.0,13248,811,139,currently_publishing,0,3768,7.45,4009,Sports
836,K: Missing Kings,7.34,3777.0,9767,1275,235,finished,5,3777,7.94,98549,Action
837,Tetsuwan Atom,7.33,3802.0,2395,6433,1673,finished,85,3802,7.28,5332,Adventure
838,Shoujo Kakumei Utena,7.33,3803.0,1459,10324,4459,finished,25,3803,8.22,77464,Fantasy
840,Good Morning Call,7.33,3806.0,1464,10279,4650,finished,57,3806,6.26,3970,Romance
841,Kenkou Zenrakei Suieibu Umishou,7.33,3809.0,3194,4844,2019,finished,130,3809,7.26,25814,Comedy
842,Houkago no Ouji-sama,7.33,3834.0,11028,1072,298,currently_publishing,0,3834,7.13,1199,Sports
843,Joshiraku,7.33,3842.0,4467,3349,682,finished,53,3842,7.55,51084,Comedy
845,Inou-Battle wa Nichijou-kei no Naka de,7.18,5331.0,6744,2076,220,finished,20,5331,7.34,144370,Comedy
847,Momokuri,7.32,3882.0,4147,3653,942,finished,118,3882,7.25,26147,Romance
849,IS: Infinite Stratos,7.03,7117.0,6868,2026,386,finished,41,7117,7.12,254543,Ecchi
850,IS: Infinite Stratos,6.92,8466.0,2460,6247,2419,finished,26,8466,7.12,254543,Action
852,C³,7.04,7058.0,8588,1526,337,finished,22,7058,6.88,100425,Action
853,Gokukoku no Brynhildr,7.32,3906.0,427,31231,12641,finished,181,3906,7.09,159899,Drama
855,Seiken Tsukai no World Break,7.02,7314.0,8057,1657,260,finished,21,7314,7.16,97401,Action
856,Peach Girl,7.32,3918.0,1134,12925,6318,finished,72,3918,7.16,49508,Romance
857,Kashimashi: Girl Meets Girl,7.32,3921.0,1962,7686,3495,finished,35,3921,6.81,32198,Romance
858,Miyuki,7.32,3923.0,6307,2251,1042,finished,95,3923,6.93,1423,Comedy
860,Scrapped Princess,6.51,12702.0,9652,1296,501,finished,16,12702,7.52,54575,Adventure
861,Chibi☆Devi!,7.32,3939.0,9491,1326,434,finished,80,3939,6.86,8186,Fantasy
862,Mamotte! Lollipop,7.31,3954.0,2746,5651,2779,finished,32,3954,6.99,11747,Comedy
863,Dororo,7.31,3959.0,1191,12478,5054,finished,19,3959,6.24,278,Action
864,Nora,7.31,3975.0,6009,2378,989,finished,34,3975,5.49,486,Action
865,Oishinbo,7.31,3976.0,8797,1475,332,on_hiatus,1039,3976,6.24,552,Drama
866,Ore wa Teppei,7.31,3979.0,19571,394,126,finished,0,3979,6.77,532,Drama
868,Seiken no Blacksmith,7.24,4708.0,1592,9404,3175,finished,62,4708,6.95,81738,Action
869,Keijo!!!!!!!!,7.31,4009.0,1307,11522,3270,finished,178,4009,7.22,83438,Action
871,Eve no Jikan,7.31,4027.0,6887,2019,225,finished,29,4027,8.26,99074,Drama
872,Renai Boukun,7.31,4039.0,605,22263,7114,finished,61,4039,,4558,Romance
873,Hal,7.31,4041.0,2574,5974,3148,finished,5,4041,7.74,50812,Romance
874,Hal,6.96,7999.0,7366,1858,804,finished,4,7999,7.74,50812,Romance
875,Maji de Watashi ni Koi Shinasai!,7.3,4045.0,2037,7491,2720,finished,33,4045,7.02,116683,Action
876,Ookami-san to Shichinin no Nakama-tachi,7.3,4046.0,5686,2536,527,finished,30,4046,7.38,145982,Romance
877,Terra Formars,7.3,4056.0,301,42100,13250,currently_publishing,0,4056,7.14,95964,Action
879,Fate/kaleid liner Prisma☆Illya,7.14,5742.0,1604,9348,4534,finished,14,5742,7.28,100392,Action
880,Fudanshi Koukou Seikatsu,7.3,4065.0,4101,3693,916,finished,51,4065,6.63,26360,Comedy
881,Gon,7.3,4082.0,1369,11091,4411,finished,24,4082,6.25,917,Action
882,Kaguya-hime,7.3,4083.0,9305,1363,302,finished,120,4083,7.22,470,Adventure
883,Inukami!,7.3,4084.0,5146,2856,997,finished,30,4084,7.4,47882,Action
884,Nogizaka Haruka no Himitsu,7.3,4098.0,5338,2730,793,finished,29,4098,7.35,80820,Ecchi
886,Phantom: Requiem for the Phantom,7.3,4113.0,7466,1826,330,finished,14,4113,8.16,159105,Action
888,Centaur no Nayami,7.29,4175.0,2232,6852,1724,currently_publishing,0,4175,,108,Fantasy
889,Kuzu no Honkai,7.29,4177.0,287,43605,17135,finished,60,4177,,20941,Romance
890,Tenjou Tenge,7.29,4192.0,513,25818,11250,finished,136,4192,7.1,103449,Action
891,Sono Mukou no Mukougawa,7.29,4193.0,11296,1033,430,finished,38,4193,5.62,267,Adventure
892,Futari Ecchi,7.29,4194.0,1059,13700,4530,currently_publishing,0,4194,6.55,19907,Comedy
893,Rockman.EXE,7.29,4199.0,6328,2243,1165,finished,74,4199,7.06,19212,Action
894,Tenchi Muyou! Ryououki,7.29,4200.0,4746,3138,1252,finished,80,4200,7.77,25902,Fantasy
895,Lodoss-tou Senki: Eiyuu Kishi Den,7.29,4205.0,8216,1616,758,finished,38,4205,7.25,16288,Action
896,Romeo x Juliet,7.29,4206.0,2920,5339,2446,finished,9,4206,7.85,91530,Fantasy
897,Sora no Manimani,7.29,4226.0,8914,1448,299,finished,68,4226,7.18,28652,Romance
898,Sabu to Ichi Torimono Hikae,7.29,4227.0,11987,947,153,finished,83,4227,7.1,494,Action
899,Doujin Work,7.28,4243.0,3809,3986,1641,finished,76,4243,6.9,20504,Comedy
900,Brave 10,7.28,4266.0,2765,5606,1866,finished,47,4266,6.97,82205,Action
902,Baymax,7.28,4316.0,8152,1630,577,finished,9,4316,6.23,651,Comedy
903,Hanasaku Iroha,7.28,4325.0,5552,2610,585,finished,24,4325,8.03,150393,Comedy
905,Seikoku no Dragonar,7.1,6289.0,1844,8188,2456,finished,66,6289,6.75,83068,Ecchi
907,Hanayamata,7.27,4361.0,5679,2538,576,finished,77,4361,7.42,55536,Comedy
908,Toaru Majutsu no Index: Endymion no Kiseki,7.27,4366.0,8754,1486,446,finished,9,4366,7.71,54873,Action
910,Absolute Duo,6.9,8691.0,2033,7498,2113,finished,24,8691,6.78,168811,Action
911,Koutetsujou no Kabaneri,7.27,4370.0,5357,2720,246,finished,28,4370,7.39,253027,Action
912,Busou Renkin,7.27,4377.0,907,15671,7549,finished,83,4377,7.51,104607,Action
914,MM!,7.24,4636.0,5992,2382,583,finished,40,4636,7.36,129672,Ecchi
915,Canaan,7.27,4411.0,7457,1829,316,finished,24,4411,7.4,123217,Action
917,Eromanga-sensei,7.0,7543.0,1133,12930,3963,finished,79,7543,,8449,Comedy
919,Koro-sensei Q!,7.26,4461.0,6185,2302,630,finished,33,4461,7.14,13657,Comedy
921,Ozmafia!!,7.26,4491.0,7872,1709,316,finished,0,4491,5.46,10290,Fantasy
922,Naisho no Tsubomi,7.26,4504.0,12776,860,268,finished,98,4504,6.72,5135,Romance
923,Mokke,7.26,4519.0,12710,866,176,finished,50,4519,7.19,8362,Comedy
924,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,7.25,4561.0,1903,7915,3927,finished,20,4561,6.23,3730,Ecchi
925,Ike! Ina-chuu Takkyuubu,7.25,4564.0,13213,815,189,finished,159,4564,7.7,7988,Ecchi
926,Happy Happy Clover,7.25,4568.0,11166,1053,523,finished,60,4568,6.67,623,Fantasy
927,Souten Kouro,7.25,4573.0,11190,1050,176,finished,409,4573,7.41,9852,Action
928,Anne Happy♪,7.25,4609.0,7595,1792,307,finished,71,4609,7.17,32040,Comedy
929,Miyori no Mori,7.25,4617.0,10763,1115,266,finished,23,4617,7.07,6273,Adventure
931,Wolf Guy,7.25,4622.0,11972,949,262,finished,0,4622,6.43,412,Action
932,Dragon Ball Super,7.24,4653.0,260,46273,23311,currently_publishing,0,4653,7.4,111443,Action
933,Onegai☆Teacher,7.24,4671.0,2285,6726,3524,finished,15,4671,7.35,99558,Romance
935,Potemayo,7.24,4685.0,17561,492,132,finished,76,4685,7.41,11411,Romance
936,Ichigeki Sacchuu!! Hoihoi-san,7.24,4693.0,12102,933,359,finished,6,4693,6.2,5404,Comedy
937,Dan Doh!!,7.24,4695.0,18602,438,139,finished,0,4695,6.82,2351,Action
939,Hundred,6.6,11934.0,3177,4874,2189,finished,12,11934,6.53,92396,Action
940,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.24,4725.0,2905,5377,840,finished,52,4725,7.55,122271,Romance
941,Hakuouki,7.23,4781.0,9906,1249,163,finished,23,4781,7.57,90612,Action
943,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,7.01,7454.0,6123,2329,455,finished,16,7454,7.07,115338,Fantasy
944,Space☆Dandy,7.23,4802.0,7916,1697,367,finished,16,4802,7.86,123529,Comedy
946,Earthian,7.23,4814.0,7245,1897,677,finished,30,4814,6.27,5394,Romance
947,Mai-Otome,7.23,4815.0,4375,3432,1606,finished,44,4815,7.4,36924,Ecchi
948,Usagi Drop,7.23,4824.0,307,41564,20914,finished,62,4824,8.56,194855,Comedy
949,Shounen Maid,7.23,4847.0,5715,2521,705,finished,62,4847,7.43,30363,Comedy
950,Slayers Special,7.22,4850.0,11202,1048,428,finished,28,4850,7.47,12820,Action
952,Ribbon no Kishi,7.22,4858.0,5965,2394,903,finished,16,4858,6.81,1654,Action
954,Seirei no Moribito,7.22,4867.0,7577,1797,415,finished,16,4867,8.24,106888,Adventure
955,Dragon Quest Retsuden: Roto no Monshou,7.22,4868.0,11189,1050,412,finished,86,4868,6.27,590,Adventure
956,Maria†Holic,7.22,4870.0,2128,7229,2003,finished,0,4870,7.18,104663,Comedy
957,Kimi ga Aruji de Shitsuji ga Ore de,7.22,4872.0,9205,1382,238,finished,18,4872,7.35,66236,Comedy
958,Udon no Kuni no Kiniro Kemari,7.22,4925.0,8080,1649,191,finished,72,4925,7.66,33885,Fantasy
959,Kill Me Baby,7.22,4926.0,3114,4981,1487,currently_publishing,0,4926,6.95,54288,Comedy
961,Young Black Jack,7.22,4938.0,8186,1623,249,finished,142,4938,7.32,42139,Drama
963,Itsuka Tenma no Kuro Usagi,7.07,6592.0,4417,3388,966,finished,32,6593,6.83,73555,Romance
964,Hyper Police,7.21,4972.0,11798,971,325,finished,97,4972,7.06,4973,Action
965,Bastard!!: Ankoku no Hakaishin,7.21,4975.0,1533,9743,2626,on_hiatus,144,4975,6.92,20619,Action
966,Sakigake!! Otokojuku,7.21,4993.0,5007,2960,709,finished,314,4993,7.51,4740,Action
967,Getter Robo,7.2,5072.0,3188,4847,2150,finished,17,5072,7.07,2938,Action
968,Pygmalio,7.2,5086.0,13640,773,153,finished,164,5086,6.93,533,Adventure
969,Honoo no Tenkousei,7.2,5106.0,7962,1685,394,finished,118,5106,6.77,2688,Action
971,Poyopoyo Kansatsu Nikki,7.2,5121.0,12998,837,201,finished,0,5121,7.79,13832,Comedy
972,Tsukiyomi,7.19,5161.0,5059,2911,798,finished,109,5162,4.73,86,Ecchi
973,Sumomomo Momomo: Chijou Saikyou no Yome,7.19,5170.0,2065,7409,2717,finished,96,5171,7.08,31385,Ecchi
974,Bus Gamer,7.19,5178.0,6651,2115,516,finished,0,5179,6.66,20550,Action
975,Neko Ramen,7.19,5182.0,14171,723,270,finished,95,5183,6.55,2059,Comedy
976,Holiday,7.19,5187.0,7450,1831,1021,finished,3,5188,6.56,37,Drama
977,Dansai Bunri no Crime Edge,7.19,5195.0,3097,5003,1267,finished,67,5196,6.87,60465,Action
978,Ro-Kyu-Bu!,7.18,5243.0,11607,994,269,finished,82,5243,7.05,46940,Sports
980,RDG: Red Data Girl,7.18,5255.0,11073,1066,164,finished,23,5255,6.69,67100,Fantasy
984,Kanokon,7.07,6564.0,1494,10046,4240,finished,47,6565,6.74,122288,Ecchi
987,Komori-san wa Kotowarenai!,7.18,5334.0,3432,4458,895,currently_publishing,0,5334,6.31,24377,Comedy
988,Venus Versus Virus,7.17,5375.0,3440,4441,1666,finished,37,5375,6.55,20883,Action
989,Sola,7.17,5376.0,6419,2205,866,finished,15,5376,7.37,71172,Fantasy
990,Pugyuru,7.17,5377.0,14222,719,223,finished,19,5377,5.92,2513,Comedy
991,Hiatari Ryoukou!,7.17,5378.0,10478,1158,535,finished,26,5378,7.2,1527,Sports
992,Deltora Quest,7.17,5395.0,14013,737,226,finished,47,5395,7.11,10591,Action
993,Queen Emeraldas,7.17,5425.0,9527,1318,419,finished,21,5425,7.05,3279,Action
994,Ano Natsu de Matteru,7.17,5428.0,5058,2912,959,finished,11,5428,7.7,169718,Comedy
996,Inugami-san to Nekoyama-san,7.17,5435.0,3559,4288,984,finished,76,5435,6.72,35872,Comedy
998,Juuou Mujin no Fafnir,6.55,12376.0,4974,2984,733,finished,21,12376,6.44,59544,Fantasy
999,Busou Shoujo Machiavellianism,7.17,5447.0,1368,11094,2440,currently_publishing,0,5447,,1896,Action
1002,Cowboy Bebop,7.16,5471.0,1000,14312,6444,finished,11,5471,8.82,486824,Action
1003,Galaxy Angel,7.16,5475.0,8348,1585,692,finished,34,5475,7.14,17601,Action
1004,Slayers Premium,7.16,5476.0,13614,775,320,finished,5,5476,7.32,13008,Action
1005,Golden Boy,7.16,5479.0,892,15833,5282,finished,104,5479,8.05,113040,Ecchi
1006,Kyou no 5 no 2,7.16,5480.0,4504,3320,1606,finished,23,5480,7.33,22431,Ecchi
1009,Asu no Yoichi!,7.16,5492.0,959,14876,6680,finished,65,5492,7.02,110748,Action
1012,Slayers Evolution-R,7.16,5514.0,13215,815,317,finished,5,5514,7.52,20508,Action
1013,Kyoukai no Rinne,7.16,5516.0,1775,8535,2706,finished,398,5516,6.16,2983,Romance
1014,Triage X,7.16,5518.0,1424,10645,2566,currently_publishing,0,5518,6.44,59632,Action
1015,Hidan no Aria AA,7.15,5605.0,7756,1747,357,finished,109,5605,6.4,39538,Action
1016,Teizokurei Daydream,7.15,5630.0,5671,2546,766,finished,22,5630,6.4,5305,Ecchi
1017,Natsu no Arashi!,7.15,5637.0,7001,1976,400,finished,50,5637,7.4,30098,Comedy
1018,H2O: Footprints in the Sand,7.15,5639.0,11813,970,181,finished,13,5639,7.26,64975,Drama
1019,Dash! Kappei,7.15,5656.0,21019,340,139,finished,157,5656,7.3,2578,Sports
1021,DearS,7.14,5724.0,1467,10266,5248,finished,47,5724,6.8,91037,Ecchi
1022,Chocotto Sister,7.14,5725.0,4432,3373,1514,finished,71,5725,6.91,14380,Comedy
1025,Spriggan,7.14,5734.0,7137,1929,288,finished,59,5734,6.81,13256,Action
1026,Mama wa Shougaku 4 Nensei,7.14,5741.0,19839,383,178,finished,12,5741,7.31,1711,Comedy
1029,Ichiban Ushiro no Daimaou,7.05,6872.0,1514,9926,4041,finished,50,6871,7.21,203618,Action
1030,K: Return of Kings,7.14,5824.0,11249,1040,183,finished,17,5824,7.82,114904,Action
1032,Toki wo Kakeru Shoujo,7.13,5860.0,4927,3010,850,finished,8,5860,8.44,289206,Fantasy
1033,Hoshi wo Ou Kodomo,7.13,5924.0,11427,1018,158,finished,14,5924,7.81,76286,Adventure
1034,Gingitsune,7.12,5948.0,9802,1270,150,currently_publishing,0,5948,7.23,33429,Supernatural
1035,Oruchuban Ebichu,7.12,5990.0,15151,644,128,finished,0,5990,7.52,21109,Comedy
1036,Muv-Luv Alternative: Total Eclipse,7.12,6010.0,10222,1200,170,finished,22,6010,7.21,55531,Action
1038,Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.94,8242.0,2120,7248,1787,finished,46,8243,7.17,137102,Ecchi
1039,Mitsu x Mitsu Drops,7.11,6067.0,949,15002,7690,finished,47,6068,6.15,16436,Romance
1040,Kamen no Maid Guy,7.11,6076.0,11174,1052,254,finished,79,6077,7.14,27761,Action
1041,Nine,7.11,6078.0,10237,1198,583,finished,29,6079,6.71,228,Sports
1043,Wagaya no Oinari-sama.,7.11,6099.0,10805,1109,203,finished,67,6100,7.31,23132,Fantasy
1044,Asobi ni Iku yo!,7.11,6107.0,5908,2420,451,finished,57,6108,6.87,95005,Action
1045,Kimera,7.11,6126.0,15386,626,158,finished,0,6127,5.29,3374,Action
1047,Grancrest Senki,6.96,8043.0,3278,4700,1330,finished,48,8043,,360,Action
1048,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.11,6156.0,1915,7852,2742,finished,17,6157,7.49,298550,Action
1050,Mad★Bull 34,7.1,6215.0,10305,1186,239,finished,0,6216,6.34,3216,Action
1051,Kanon,7.1,6221.0,12199,923,304,finished,23,6222,7.27,41960,Drama
1052,Kanon,7.07,6556.0,5953,2398,936,finished,6,6557,7.27,41960,Romance
1053,Kanon,6.9,8638.0,11150,1055,494,finished,4,8638,7.27,41960,Drama
1054,Aishite Knight,7.1,6224.0,14237,718,253,finished,29,6225,6.75,3746,Romance
1055,Kamisama Dolls,7.1,6228.0,4747,3137,865,finished,72,6229,7.14,47665,Action
1056,Bakegyamon,7.1,6236.0,17112,517,206,finished,51,6237,6.84,1466,Action
1057,Kyouran Kazoku Nikki,7.1,6241.0,17058,520,115,finished,25,6242,7.36,20883,Fantasy
1058,Kyou no Asuka Show,7.1,6243.0,2102,7301,2730,finished,48,6244,6.84,15032,Ecchi
1059,Kaichuu!,7.09,6309.0,7567,1799,380,finished,0,6309,5.98,6941,Comedy
1060,Morita-san wa Mukuchi,7.09,6313.0,12255,916,177,currently_publishing,0,6313,6.69,6636,Comedy
1061,Nozo x Kimi,7.09,6317.0,795,17630,6008,finished,63,6317,6.63,13526,Ecchi
1062,Erementar Gerad: Aozora no Senki,7.09,6331.0,7975,1681,508,currently_publishing,0,6331,5.96,759,Action
1063,Makai Senki Disgaea,7.09,6333.0,5573,2600,1202,finished,9,6333,6.9,30146,Adventure
1064,RideBack,7.09,6353.0,11814,970,148,finished,62,6353,7.38,32835,Action
1065,Shitsurakuen,7.09,6363.0,1431,10594,4343,finished,25,6363,5.55,762,Action
1066,Sukeban Deka,7.09,6365.0,11167,1053,112,finished,132,6365,6.58,1663,Action
1069,Kurozuka,7.08,6442.0,2450,6264,2052,finished,40,6442,7.08,52145,Supernatural
1070,Utawarerumono,7.08,6444.0,10090,1221,226,finished,14,6444,7.78,91034,Action
1072,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.08,6460.0,13200,817,114,finished,10,6461,7.4,14911,Fantasy
1073,Upotte!!,7.08,6479.0,4950,2995,748,currently_publishing,0,6480,6.63,43759,Action
1074,Okusama ga Seitokaichou!,7.08,6508.0,766,18184,6010,finished,70,6510,6.88,91241,Ecchi
1075,Dr. Rin ni Kiitemite!,7.07,6570.0,15885,594,204,finished,48,6571,6.95,1904,Supernatural
1078,Kämpfer,6.89,8780.0,1415,10701,3937,finished,56,8780,6.73,146631,Action
1079,Namiuchigiwa no Muromi-san,7.07,6635.0,11250,1040,194,finished,242,6636,7.06,25564,Supernatural
1080,Kotoura-san,7.07,6650.0,5093,2885,481,finished,0,6650,7.36,123691,Romance
1081,Suisei no Gargantia,7.07,6657.0,5969,2393,667,finished,13,6657,7.64,170754,Action
1082,Himegoto,7.06,6687.0,2264,6778,2009,finished,60,6687,6.03,42129,Comedy
1083,Eureka Seven AO,7.06,6688.0,7242,1898,515,finished,20,6688,6.88,56453,Action
1084,Kyousou Giga,7.06,6693.0,8697,1500,213,finished,13,6693,6.98,31096,Action
1085,Yama no Susume,7.06,6701.0,9450,1335,140,currently_publishing,0,6701,6.83,27487,Adventure
1086,.hack//Tasogare no Udewa Densetsu,7.06,6707.0,922,15362,9510,finished,24,6707,6.75,47679,Adventure
1087,Bakuretsu Hunters,7.06,6708.0,8619,1519,568,finished,72,6708,6.86,10667,Ecchi
1088,The Big O,7.06,6711.0,9649,1297,381,finished,21,6711,7.57,45843,Action
1089,Mahoutsukai ni Taisetsu na Koto,7.06,6713.0,5128,2865,1263,finished,9,6713,6.87,15152,Fantasy
1090,Koko wa Green Wood,7.06,6715.0,9362,1354,376,finished,71,6715,6.97,4176,Comedy
1091,Dear Boys,7.06,6718.0,10522,1151,306,finished,92,6718,6.99,12662,Sports
1092,Air,7.06,6722.0,2925,5327,2517,finished,18,6722,7.48,188861,Drama
1094,Mitsume ga Tooru,7.06,6749.0,18816,429,119,finished,77,6749,6.94,383,Supernatural
1095,Jumping,7.06,6767.0,22191,302,121,finished,16,6767,6.69,2341,Sports
1096,Yuri Kuma Arashi,7.06,6780.0,6275,2263,650,finished,27,6780,7.19,48549,Fantasy
1097,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,7.06,6781.0,14987,658,118,finished,303,6781,5.58,115,Comedy
1098,Darker than Black: Kuro no Keiyakusha,7.05,6833.0,896,15780,6503,finished,10,6832,8.25,440334,Action
1099,Slayers Revolution,7.05,6853.0,11556,999,412,finished,6,6852,7.37,23679,Action
1100,K,7.05,6894.0,15611,612,181,finished,5,6893,7.73,297051,Adventure
1101,Aiura,7.05,6897.0,4627,3223,805,finished,109,6896,6.84,43737,Comedy
1102,Nyanko Days,7.04,6949.0,11089,1064,144,finished,64,6948,,1335,Comedy
1104,Maburaho,6.5,12775.0,5982,2388,1148,finished,14,12775,7.01,61004,Romance
1105,Beautiful Name,7.04,6967.0,8982,1432,872,finished,3,6966,4.99,116,Romance
1106,Elf wo Karu Mono-tachi,7.04,6968.0,10064,1225,282,finished,100,6967,7.16,13581,Action
1107,Kujibiki♥Unbalance,7.04,6980.0,9773,1274,422,finished,14,6979,6.39,9021,Action
1108,Rental Magica,7.04,6992.0,13602,777,157,finished,30,6991,7.18,39806,Action
1109,Aldnoah.Zero,7.04,7039.0,4513,3313,729,finished,12,7039,7.66,244193,Action
1110,Shingeki! Kyojin Chuugakkou,7.04,7068.0,1884,8008,2512,finished,96,7068,7.06,52928,Comedy
1113,"Dakara Boku wa, H ga Dekinai.",6.7,10858.0,1632,9210,3722,finished,31,10858,6.96,169615,Ecchi
1114,Koi to Senkyo to Chocolate,7.03,7106.0,5956,2398,442,finished,38,7106,7.3,91552,Romance
1115,Kanojo ga Flag wo Oraretara,7.03,7111.0,3598,4235,1157,finished,42,7111,6.58,74634,Romance
1116,Seikon no Qwaser,7.03,7132.0,1255,11955,3684,finished,119,7132,6.82,145592,Action
1117,Kono Minikuku mo Utsukushii Sekai,7.03,7136.0,11773,974,244,finished,25,7136,6.92,41756,Ecchi
1119,Mushibugyou,7.03,7157.0,6606,2134,543,finished,15,7157,7.47,40155,Action
1120,Yume Tsukai,7.02,7244.0,10664,1128,267,finished,36,7245,6.57,5719,Fantasy
1121,Junketsu no Maria,7.02,7266.0,6556,2153,520,finished,25,7267,7.29,75460,Fantasy
1122,Nyoro-n Churuya-san,7.02,7275.0,15689,607,206,finished,0,7276,6.68,21340,Comedy
1123,Asura,7.02,7276.0,9213,1380,328,finished,15,7277,7.23,16702,Romance
1124,Inazuma Eleven,7.02,7279.0,6122,2329,1055,finished,43,7280,7.72,42677,Action
1127,Bad Boys,7.02,7290.0,10373,1178,196,finished,169,7291,6.5,584,Action
1128,Kuma Miko,7.02,7310.0,7563,1801,353,currently_publishing,0,7311,6.43,43176,Comedy
1130,Kamisama Kazoku,7.01,7359.0,9954,1242,303,finished,30,7359,7.27,32828,Fantasy
1131,Kirarin☆Revolution,7.01,7360.0,5878,2435,962,finished,0,7360,7.35,14932,Comedy
1132,Choujin Locke,7.01,7369.0,17864,476,130,finished,0,7369,6.65,1250,Action
1133,Speed Grapher,7.01,7370.0,9793,1272,249,finished,17,7370,7.46,64627,Drama
1135,Asari-chan,7.01,7395.0,22257,300,118,finished,1738,7395,6.55,263,Comedy
1136,Gakumon!: Ookami Shoujo wa Kujikenai,7.01,7419.0,14198,721,127,finished,54,7419,6.75,1477,Comedy
1137,Akuma no Riddle,7.01,7459.0,1226,12197,4287,finished,48,7459,6.82,127641,Action
1140,R²: Rise R to the Second Power,7.0,7492.0,17846,477,181,finished,14,7492,5.39,240,Adventure
1141,Getter Robo G,7.0,7507.0,6035,2368,1370,finished,5,7507,6.87,1088,Action
1142,Goshuushou-sama Ninomiya-kun,7.0,7516.0,12637,874,136,finished,20,7516,6.91,63370,Comedy
1143,Mayoi Neko Overrun!,7.0,7521.0,2493,6159,2699,finished,10,7521,6.89,75517,Comedy
